<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,20210617,163800,1.1944500,1.1948700,1.1942000,1.1947000,2577
EURUSD,1,20210617,163900,1.1948600,1.1951000,1.1946000,1.1947900,2732
EURUSD,1,20210617,164000,1.1947900,1.1949000,1.1945000,1.1948200,2409
EURUSD,1,20210617,164100,1.1948000,1.1948800,1.1945000,1.1947400,2497
EURUSD,1,20210617,164200,1.1947500,1.1948400,1.1945000,1.1947000,2900
EURUSD,1,20210617,164300,1.1946900,1.1947300,1.1942000,1.1945400,2835
EURUSD,1,20210617,164400,1.1945300,1.1946300,1.1940000,1.1942300,2320
EURUSD,1,20210617,164500,1.1942300,1.1943100,1.1938000,1.1939500,2313
EURUSD,1,20210617,164600,1.1939600,1.1940800,1.1936000,1.1938900,2235
EURUSD,1,20210617,164700,1.1938800,1.1940000,1.1936000,1.1937600,2252
EURUSD,1,20210617,164800,1.1936900,1.1938600,1.1934000,1.1936200,2688
EURUSD,1,20210617,164900,1.1936200,1.1938400,1.1933000,1.1935300,2730
EURUSD,1,20210617,165000,1.1935000,1.1936800,1.1933000,1.1936100,2315
EURUSD,1,20210617,165100,1.1936100,1.1939400,1.1935000,1.1936500,2776
EURUSD,1,20210617,165200,1.1936600,1.1937600,1.1934000,1.1935900,2262
EURUSD,1,20210617,165300,1.1935900,1.1938600,1.1933000,1.1935100,2120
EURUSD,1,20210617,165400,1.1935200,1.1937000,1.1933000,1.1936300,2446
EURUSD,1,20210617,165500,1.1936200,1.1936200,1.1933000,1.1935700,2530
EURUSD,1,20210617,165600,1.1935800,1.1939000,1.1934800,1.1938600,2848
EURUSD,1,20210617,165700,1.1938700,1.1938700,1.1933000,1.1935700,2679
EURUSD,1,20210617,165800,1.1935800,1.1937800,1.1933000,1.1934700,2615
EURUSD,1,20210617,165900,1.1934700,1.1935900,1.1931000,1.1933000,2739
EURUSD,1,20210617,170000,1.1933000,1.1933200,1.1928000,1.1929700,2323
EURUSD,1,20210617,170100,1.1929700,1.1932800,1.1927000,1.1930000,3539
EURUSD,1,20210617,170200,1.1930200,1.1932300,1.1928000,1.1931000,2678
EURUSD,1,20210617,170300,1.1931500,1.1933500,1.1928000,1.1930400,2555
EURUSD,1,20210617,170400,1.1930500,1.1932800,1.1928000,1.1930000,3202
EURUSD,1,20210617,170500,1.1931600,1.1934100,1.1930000,1.1933400,2586
EURUSD,1,20210617,170600,1.1933400,1.1934900,1.1931000,1.1933600,2727
EURUSD,1,20210617,170700,1.1933600,1.1935000,1.1931000,1.1934900,2411
EURUSD,1,20210617,170800,1.1934300,1.1935300,1.1931000,1.1933200,2557
EURUSD,1,20210617,170900,1.1932000,1.1934100,1.1929000,1.1930900,2553
EURUSD,1,20210617,171000,1.1930900,1.1931700,1.1928000,1.1930100,2051
EURUSD,1,20210617,171100,1.1930200,1.1930400,1.1926000,1.1928500,2094
EURUSD,1,20210617,171200,1.1928500,1.1930100,1.1926000,1.1927500,2111
EURUSD,1,20210617,171300,1.1927500,1.1928100,1.1920000,1.1922700,3336
EURUSD,1,20210617,171400,1.1922700,1.1924600,1.1919000,1.1923700,3571
EURUSD,1,20210617,171500,1.1923700,1.1924400,1.1921000,1.1923400,2549
EURUSD,1,20210617,171600,1.1923200,1.1925000,1.1921000,1.1924300,2122
EURUSD,1,20210617,171700,1.1924300,1.1925200,1.1922000,1.1924200,2258
EURUSD,1,20210617,171800,1.1924100,1.1925600,1.1919000,1.1921700,2202
EURUSD,1,20210617,171900,1.1921900,1.1923500,1.1919000,1.1922800,2045
EURUSD,1,20210617,172000,1.1922800,1.1926000,1.1922000,1.1925300,2135
EURUSD,1,20210617,172100,1.1925300,1.1926700,1.1922000,1.1924500,2380
EURUSD,1,20210617,172200,1.1924500,1.1925600,1.1922000,1.1924500,1887
EURUSD,1,20210617,172300,1.1924700,1.1927400,1.1923000,1.1926200,1871
EURUSD,1,20210617,172400,1.1926100,1.1926800,1.1923000,1.1925700,1400
EURUSD,1,20210617,172500,1.1925000,1.1927100,1.1924000,1.1926900,1832
EURUSD,1,20210617,172600,1.1927000,1.1928000,1.1924000,1.1925900,2044
EURUSD,1,20210617,172700,1.1926700,1.1928700,1.1924000,1.1928600,1655
EURUSD,1,20210617,172800,1.1928600,1.1930200,1.1926000,1.1928900,1702
EURUSD,1,20210617,172900,1.1928800,1.1930000,1.1926000,1.1927000,1813
EURUSD,1,20210617,173000,1.1928600,1.1929500,1.1926000,1.1929400,1554
EURUSD,1,20210617,173100,1.1929400,1.1930600,1.1926000,1.1928300,2012
EURUSD,1,20210617,173200,1.1928200,1.1928800,1.1923000,1.1923500,2269
EURUSD,1,20210617,173300,1.1924000,1.1928300,1.1921000,1.1926700,2919
EURUSD,1,20210617,173400,1.1927500,1.1929700,1.1925000,1.1928200,2229
EURUSD,1,20210617,173500,1.1928200,1.1929800,1.1925000,1.1929500,2420
EURUSD,1,20210617,173600,1.1929200,1.1929700,1.1926000,1.1928000,1828
EURUSD,1,20210617,173700,1.1927900,1.1928600,1.1924000,1.1927000,1876
EURUSD,1,20210617,173800,1.1926600,1.1928100,1.1923000,1.1927600,1826
EURUSD,1,20210617,173900,1.1927700,1.1928000,1.1922000,1.1925800,1972
EURUSD,1,20210617,174000,1.1925700,1.1930400,1.1924000,1.1930000,1975
EURUSD,1,20210617,174100,1.1930000,1.1930600,1.1927000,1.1928600,2211
EURUSD,1,20210617,174200,1.1928300,1.1930800,1.1926000,1.1930000,2632
EURUSD,1,20210617,174300,1.1930000,1.1931800,1.1928000,1.1931600,1567
EURUSD,1,20210617,174400,1.1931500,1.1933600,1.1929000,1.1932300,2137
EURUSD,1,20210617,174500,1.1932500,1.1933700,1.1930000,1.1933500,1793
EURUSD,1,20210617,174600,1.1933500,1.1935100,1.1931000,1.1933900,2429
EURUSD,1,20210617,174700,1.1933900,1.1935100,1.1931000,1.1933200,2311
EURUSD,1,20210617,174800,1.1933100,1.1934900,1.1930000,1.1933300,2955
EURUSD,1,20210617,174900,1.1933300,1.1934800,1.1930000,1.1933400,2721
EURUSD,1,20210617,175000,1.1933500,1.1936100,1.1931000,1.1934300,2508
EURUSD,1,20210617,175100,1.1934300,1.1937200,1.1932000,1.1936200,2685
EURUSD,1,20210617,175200,1.1936900,1.1938100,1.1935000,1.1937400,2663
EURUSD,1,20210617,175300,1.1937300,1.1939800,1.1935000,1.1938500,2668
EURUSD,1,20210617,175400,1.1938500,1.1942100,1.1936000,1.1939600,3298
EURUSD,1,20210617,175500,1.1939400,1.1939700,1.1934000,1.1936600,2626
EURUSD,1,20210617,175600,1.1936900,1.1937400,1.1933000,1.1937000,2643
EURUSD,1,20210617,175700,1.1936200,1.1939900,1.1935000,1.1938300,2597
EURUSD,1,20210617,175800,1.1938200,1.1942500,1.1936000,1.1942100,3203
EURUSD,1,20210617,175900,1.1942300,1.1942600,1.1938000,1.1941100,3830
EURUSD,1,20210617,180000,1.1940300,1.1941400,1.1937000,1.1939500,3545
EURUSD,1,20210617,180100,1.1939500,1.1943000,1.1938000,1.1942000,4005
EURUSD,1,20210617,180200,1.1942000,1.1942700,1.1938000,1.1941300,3278
EURUSD,1,20210617,180300,1.1941500,1.1942700,1.1938000,1.1940800,2619
EURUSD,1,20210617,180400,1.1940700,1.1941000,1.1934000,1.1936400,2351
EURUSD,1,20210617,180500,1.1936300,1.1936700,1.1932000,1.1934200,2245
EURUSD,1,20210617,180600,1.1934100,1.1934200,1.1930000,1.1931400,2303
EURUSD,1,20210617,180700,1.1931400,1.1932800,1.1928000,1.1930600,2025
EURUSD,1,20210617,180800,1.1930400,1.1931200,1.1927000,1.1930600,2082
EURUSD,1,20210617,180900,1.1930600,1.1931300,1.1928000,1.1930000,1550
EURUSD,1,20210617,181000,1.1929200,1.1932000,1.1928000,1.1929900,2346
EURUSD,1,20210617,181100,1.1930100,1.1930200,1.1924000,1.1926700,2335
EURUSD,1,20210617,181200,1.1926600,1.1927600,1.1922000,1.1924700,2787
EURUSD,1,20210617,181300,1.1924700,1.1926000,1.1921000,1.1923100,1777
EURUSD,1,20210617,181400,1.1923200,1.1924000,1.1920000,1.1921900,2498
EURUSD,1,20210617,181500,1.1922500,1.1924200,1.1921000,1.1923000,2093
EURUSD,1,20210617,181600,1.1923100,1.1924700,1.1921000,1.1923200,2127
EURUSD,1,20210617,181700,1.1923500,1.1924900,1.1921000,1.1923100,2218
EURUSD,1,20210617,181800,1.1923100,1.1924700,1.1921000,1.1922000,1806
EURUSD,1,20210617,181900,1.1923200,1.1923400,1.1920000,1.1922600,2122
EURUSD,1,20210617,182000,1.1922400,1.1923000,1.1920000,1.1921900,1684
EURUSD,1,20210617,182100,1.1921800,1.1922100,1.1917000,1.1919000,1941
EURUSD,1,20210617,182200,1.1918700,1.1920900,1.1917000,1.1919300,2519
EURUSD,1,20210617,182300,1.1919400,1.1919700,1.1914000,1.1917200,2809
EURUSD,1,20210617,182400,1.1917200,1.1918300,1.1914000,1.1916400,2481
EURUSD,1,20210617,182500,1.1916500,1.1917600,1.1911000,1.1915000,2642
EURUSD,1,20210617,182600,1.1915200,1.1918600,1.1913000,1.1918400,2126
EURUSD,1,20210617,182700,1.1918400,1.1923200,1.1917000,1.1922700,2279
EURUSD,1,20210617,182800,1.1922800,1.1923300,1.1920000,1.1922000,2075
EURUSD,1,20210617,182900,1.1922700,1.1923900,1.1918000,1.1919900,1996
EURUSD,1,20210617,183000,1.1919900,1.1921300,1.1917000,1.1920700,2402
EURUSD,1,20210617,183100,1.1921000,1.1922400,1.1918000,1.1919800,2193
EURUSD,1,20210617,183200,1.1920500,1.1920800,1.1917000,1.1918400,2289
EURUSD,1,20210617,183300,1.1918300,1.1919600,1.1916000,1.1919000,1990
EURUSD,1,20210617,183400,1.1919000,1.1920600,1.1917000,1.1918400,1844
EURUSD,1,20210617,183500,1.1918500,1.1918600,1.1915000,1.1918300,2012
EURUSD,1,20210617,183600,1.1918200,1.1920200,1.1917000,1.1920000,1529
EURUSD,1,20210617,183700,1.1919900,1.1920200,1.1917000,1.1918900,1163
EURUSD,1,20210617,183800,1.1919000,1.1919100,1.1915000,1.1917100,1630
EURUSD,1,20210617,183900,1.1917700,1.1918700,1.1916000,1.1917600,1176
EURUSD,1,20210617,184000,1.1917600,1.1918500,1.1915000,1.1917200,1552
EURUSD,1,20210617,184100,1.1918100,1.1918700,1.1911000,1.1913300,2676
EURUSD,1,20210617,184200,1.1913200,1.1914200,1.1911000,1.1912700,2138
EURUSD,1,20210617,184300,1.1913400,1.1913900,1.1910000,1.1912100,1688
EURUSD,1,20210617,184400,1.1912100,1.1912200,1.1908000,1.1911300,2111
EURUSD,1,20210617,184500,1.1911300,1.1912300,1.1909000,1.1909000,1865
EURUSD,1,20210617,184600,1.1910700,1.1911200,1.1908000,1.1910500,1925
EURUSD,1,20210617,184700,1.1910500,1.1912100,1.1909000,1.1910600,1980
EURUSD,1,20210617,184800,1.1910500,1.1911100,1.1908000,1.1909500,1533
EURUSD,1,20210617,184900,1.1909700,1.1909900,1.1906000,1.1908000,1812
EURUSD,1,20210617,185000,1.1908000,1.1910000,1.1907000,1.1908300,1947
EURUSD,1,20210617,185100,1.1909100,1.1909400,1.1906000,1.1908200,1523
EURUSD,1,20210617,185200,1.1908200,1.1909200,1.1906000,1.1908700,1744
EURUSD,1,20210617,185300,1.1908800,1.1909200,1.1906000,1.1907200,1552
EURUSD,1,20210617,185400,1.1907800,1.1908500,1.1905000,1.1908100,1677
EURUSD,1,20210617,185500,1.1908100,1.1909500,1.1906000,1.1908400,2492
EURUSD,1,20210617,185600,1.1908300,1.1908900,1.1906000,1.1907500,1963
EURUSD,1,20210617,185700,1.1907500,1.1907500,1.1904000,1.1906700,1958
EURUSD,1,20210617,185800,1.1906600,1.1907700,1.1904000,1.1906700,1872
EURUSD,1,20210617,185900,1.1907300,1.1908700,1.1906000,1.1908400,1542
EURUSD,1,20210617,190000,1.1908400,1.1910800,1.1906000,1.1910600,2163
EURUSD,1,20210617,190100,1.1910600,1.1912300,1.1906000,1.1908400,2738
EURUSD,1,20210617,190200,1.1908400,1.1909200,1.1906000,1.1908100,1819
EURUSD,1,20210617,190300,1.1908100,1.1909200,1.1905000,1.1908000,2300
EURUSD,1,20210617,190400,1.1906000,1.1909000,1.1905000,1.1908100,1850
EURUSD,1,20210617,190500,1.1908100,1.1908400,1.1905000,1.1907000,1694
EURUSD,1,20210617,190600,1.1907900,1.1908600,1.1905000,1.1907300,1552
EURUSD,1,20210617,190700,1.1907000,1.1907900,1.1905000,1.1907600,1459
EURUSD,1,20210617,190800,1.1907600,1.1908100,1.1905000,1.1907500,1292
EURUSD,1,20210617,190900,1.1907400,1.1908500,1.1905000,1.1907300,1323
EURUSD,1,20210617,191000,1.1908000,1.1908900,1.1906000,1.1908600,1307
EURUSD,1,20210617,191100,1.1908500,1.1909700,1.1906000,1.1908600,1673
EURUSD,1,20210617,191200,1.1908500,1.1909300,1.1906000,1.1909000,1335
EURUSD,1,20210617,191300,1.1908900,1.1909600,1.1907000,1.1909400,1011
EURUSD,1,20210617,191400,1.1909500,1.1911200,1.1908000,1.1910300,1469
EURUSD,1,20210617,191500,1.1910800,1.1911500,1.1908000,1.1910600,1176
EURUSD,1,20210617,191600,1.1910500,1.1910600,1.1907000,1.1907800,1333
EURUSD,1,20210617,191700,1.1908400,1.1909200,1.1905000,1.1906900,1519
EURUSD,1,20210617,191800,1.1906800,1.1907700,1.1905000,1.1906500,1397
EURUSD,1,20210617,191900,1.1906500,1.1906600,1.1901000,1.1902900,2052
EURUSD,1,20210617,192000,1.1902600,1.1903600,1.1900000,1.1902800,1885
EURUSD,1,20210617,192100,1.1902800,1.1903400,1.1900000,1.1900800,2013
EURUSD,1,20210617,192200,1.1901800,1.1903600,1.1900000,1.1902400,2579
EURUSD,1,20210617,192300,1.1902400,1.1903200,1.1900000,1.1902400,1826
EURUSD,1,20210617,192400,1.1902400,1.1902600,1.1899000,1.1901300,1543
EURUSD,1,20210617,192500,1.1901300,1.1901500,1.1894000,1.1896500,2921
EURUSD,1,20210617,192600,1.1895600,1.1898000,1.1893000,1.1895000,3136
EURUSD,1,20210617,192700,1.1895000,1.1896300,1.1890000,1.1893400,3739
EURUSD,1,20210617,192800,1.1893600,1.1896200,1.1892000,1.1894800,2745
EURUSD,1,20210617,192900,1.1895800,1.1895800,1.1892000,1.1894500,2920
EURUSD,1,20210617,193000,1.1894500,1.1895800,1.1892000,1.1893900,2560
EURUSD,1,20210617,193100,1.1893300,1.1894400,1.1890000,1.1892300,2769
EURUSD,1,20210617,193200,1.1891800,1.1896100,1.1890000,1.1895700,2937
EURUSD,1,20210617,193300,1.1895700,1.1897000,1.1893000,1.1894600,2465
EURUSD,1,20210617,193400,1.1893000,1.1897200,1.1893000,1.1896100,1864
EURUSD,1,20210617,193500,1.1896100,1.1898300,1.1895000,1.1897000,1791
EURUSD,1,20210617,193600,1.1897700,1.1898500,1.1895000,1.1898100,1813
EURUSD,1,20210617,193700,1.1897300,1.1898600,1.1895000,1.1897600,1516
EURUSD,1,20210617,193800,1.1897600,1.1898400,1.1895000,1.1897600,1219
EURUSD,1,20210617,193900,1.1897600,1.1897800,1.1895000,1.1897100,1054
EURUSD,1,20210617,194000,1.1897100,1.1897300,1.1894000,1.1896300,1058
EURUSD,1,20210617,194100,1.1895400,1.1896900,1.1893000,1.1896500,2038
EURUSD,1,20210617,194200,1.1896500,1.1899800,1.1895000,1.1899700,1588
EURUSD,1,20210617,194300,1.1898000,1.1900000,1.1897000,1.1899500,1426
EURUSD,1,20210617,194400,1.1899000,1.1901300,1.1897000,1.1901000,1391
EURUSD,1,20210617,194500,1.1901000,1.1901800,1.1898000,1.1899000,1748
EURUSD,1,20210617,194600,1.1899900,1.1900300,1.1897000,1.1899200,1607
EURUSD,1,20210617,194700,1.1899100,1.1900000,1.1897000,1.1899100,1182
EURUSD,1,20210617,194800,1.1899000,1.1901300,1.1898000,1.1900200,1707
EURUSD,1,20210617,194900,1.1900100,1.1901000,1.1898000,1.1900600,1185
EURUSD,1,20210617,195000,1.1900000,1.1901400,1.1897000,1.1899700,1361
EURUSD,1,20210617,195100,1.1899400,1.1900000,1.1897000,1.1898800,1321
EURUSD,1,20210617,195200,1.1899000,1.1899000,1.1895000,1.1898500,1469
EURUSD,1,20210617,195300,1.1898400,1.1898600,1.1895000,1.1897400,1430
EURUSD,1,20210617,195400,1.1897500,1.1899000,1.1895000,1.1896000,1251
EURUSD,1,20210617,195500,1.1895000,1.1898100,1.1895000,1.1897100,1089
EURUSD,1,20210617,195600,1.1897000,1.1897200,1.1893000,1.1894000,1679
EURUSD,1,20210617,195700,1.1895100,1.1895900,1.1893000,1.1895600,1545
EURUSD,1,20210617,195800,1.1895600,1.1896100,1.1893000,1.1895400,1645
EURUSD,1,20210617,195900,1.1895700,1.1897600,1.1893000,1.1896500,1574
EURUSD,1,20210617,200000,1.1896500,1.1897000,1.1894000,1.1895900,1905
EURUSD,1,20210617,200100,1.1895900,1.1897800,1.1894000,1.1896900,1691
EURUSD,1,20210617,200200,1.1896600,1.1897300,1.1894000,1.1895800,1307
EURUSD,1,20210617,200300,1.1896500,1.1900900,1.1895000,1.1900300,1491
EURUSD,1,20210617,200400,1.1900000,1.1903300,1.1898000,1.1903100,1600
EURUSD,1,20210617,200500,1.1903100,1.1906400,1.1901000,1.1906200,1795
EURUSD,1,20210617,200600,1.1906100,1.1907400,1.1905000,1.1906900,1802
EURUSD,1,20210617,200700,1.1906800,1.1908600,1.1905000,1.1908100,1559
EURUSD,1,20210617,200800,1.1907000,1.1911400,1.1907000,1.1911100,1710
EURUSD,1,20210617,200900,1.1910900,1.1911300,1.1908000,1.1910600,1701
EURUSD,1,20210617,201000,1.1910900,1.1912400,1.1908000,1.1912000,1757
EURUSD,1,20210617,201100,1.1912100,1.1913000,1.1910000,1.1911800,1477
EURUSD,1,20210617,201200,1.1911600,1.1912000,1.1908000,1.1909600,1015
EURUSD,1,20210617,201300,1.1909500,1.1909800,1.1906000,1.1909000,1605
EURUSD,1,20210617,201400,1.1908900,1.1910100,1.1905000,1.1906600,1618
EURUSD,1,20210617,201500,1.1906700,1.1908000,1.1903000,1.1907000,2601
EURUSD,1,20210617,201600,1.1907000,1.1908000,1.1904000,1.1906100,1794
EURUSD,1,20210617,201700,1.1906100,1.1907400,1.1904000,1.1907000,1408
EURUSD,1,20210617,201800,1.1906900,1.1909300,1.1905000,1.1909000,1657
EURUSD,1,20210617,201900,1.1909000,1.1909500,1.1906000,1.1907900,1732
EURUSD,1,20210617,202000,1.1907900,1.1909000,1.1906000,1.1908700,1259
EURUSD,1,20210617,202100,1.1908700,1.1909000,1.1906000,1.1908200,945
EURUSD,1,20210617,202200,1.1908300,1.1909000,1.1906000,1.1908500,1299
EURUSD,1,20210617,202300,1.1908500,1.1909000,1.1905000,1.1906400,1497
EURUSD,1,20210617,202400,1.1907000,1.1909400,1.1905000,1.1909100,1497
EURUSD,1,20210617,202500,1.1909100,1.1909800,1.1906000,1.1908500,1630
EURUSD,1,20210617,202600,1.1908500,1.1909600,1.1906000,1.1909000,1982
EURUSD,1,20210617,202700,1.1909000,1.1912800,1.1908000,1.1912400,1986
EURUSD,1,20210617,202800,1.1912400,1.1913000,1.1909000,1.1910100,1915
EURUSD,1,20210617,202900,1.1910700,1.1911400,1.1908000,1.1909300,1890
EURUSD,1,20210617,203000,1.1910100,1.1910600,1.1907000,1.1909400,1499
EURUSD,1,20210617,203100,1.1909400,1.1910700,1.1907000,1.1910000,1518
EURUSD,1,20210617,203200,1.1909700,1.1910400,1.1907000,1.1910400,1121
EURUSD,1,20210617,203300,1.1910100,1.1912900,1.1909000,1.1912700,1119
EURUSD,1,20210617,203400,1.1912600,1.1914500,1.1910000,1.1914100,1438
EURUSD,1,20210617,203500,1.1914100,1.1916400,1.1912000,1.1915600,1459
EURUSD,1,20210617,203600,1.1915800,1.1916800,1.1914000,1.1915900,1442
EURUSD,1,20210617,203700,1.1916700,1.1916700,1.1913000,1.1914800,1450
EURUSD,1,20210617,203800,1.1914500,1.1916000,1.1911000,1.1912100,1783
EURUSD,1,20210617,203900,1.1912800,1.1914000,1.1911000,1.1913600,1176
EURUSD,1,20210617,204000,1.1913600,1.1915400,1.1912000,1.1915000,1029
EURUSD,1,20210617,204100,1.1915000,1.1915200,1.1912000,1.1914000,1137
EURUSD,1,20210617,204200,1.1914800,1.1915700,1.1913000,1.1914700,1238
EURUSD,1,20210617,204300,1.1914700,1.1916000,1.1913000,1.1914400,1359
EURUSD,1,20210617,204400,1.1915100,1.1915200,1.1912000,1.1914900,1428
EURUSD,1,20210617,204500,1.1914800,1.1915300,1.1912000,1.1914800,1229
EURUSD,1,20210617,204600,1.1914800,1.1915100,1.1912000,1.1914200,1215
EURUSD,1,20210617,204700,1.1914100,1.1915000,1.1911000,1.1913500,1188
EURUSD,1,20210617,204800,1.1913500,1.1914800,1.1911000,1.1914500,1131
EURUSD,1,20210617,204900,1.1914500,1.1915000,1.1912000,1.1914700,1212
EURUSD,1,20210617,205000,1.1914600,1.1915000,1.1912000,1.1914500,742
EURUSD,1,20210617,205100,1.1914500,1.1915400,1.1913000,1.1915000,998
EURUSD,1,20210617,205200,1.1914000,1.1915500,1.1912000,1.1914600,1048
EURUSD,1,20210617,205300,1.1913000,1.1915000,1.1912000,1.1914300,911
EURUSD,1,20210617,205400,1.1914100,1.1915800,1.1913000,1.1915000,723
EURUSD,1,20210617,205500,1.1915000,1.1915500,1.1913000,1.1914700,989
EURUSD,1,20210617,205600,1.1914900,1.1917400,1.1913000,1.1916300,1294
EURUSD,1,20210617,205700,1.1917100,1.1917400,1.1916000,1.1917000,1013
EURUSD,1,20210617,205800,1.1916300,1.1918000,1.1915000,1.1917100,1094
EURUSD,1,20210617,205900,1.1917000,1.1917300,1.1913000,1.1913000,1082
EURUSD,1,20210617,210000,1.1915600,1.1916300,1.1914000,1.1916000,1082
EURUSD,1,20210617,210100,1.1916100,1.1918200,1.1914000,1.1917700,1512
EURUSD,1,20210617,210200,1.1917600,1.1918600,1.1915000,1.1916500,1044
EURUSD,1,20210617,210300,1.1916500,1.1916500,1.1913000,1.1915000,1355
EURUSD,1,20210617,210400,1.1915000,1.1916900,1.1913000,1.1916500,1480
EURUSD,1,20210617,210500,1.1916500,1.1917800,1.1914000,1.1916900,1383
EURUSD,1,20210617,210600,1.1916800,1.1918000,1.1914000,1.1916100,1446
EURUSD,1,20210617,210700,1.1916100,1.1917000,1.1914000,1.1915200,1048
EURUSD,1,20210617,210800,1.1915800,1.1916400,1.1913000,1.1914600,1091
EURUSD,1,20210617,210900,1.1914000,1.1915200,1.1912000,1.1914500,1012
EURUSD,1,20210617,211000,1.1914400,1.1915900,1.1913000,1.1913000,977
EURUSD,1,20210617,211100,1.1915100,1.1916900,1.1913000,1.1916500,1251
EURUSD,1,20210617,211200,1.1916600,1.1916800,1.1914000,1.1915400,966
EURUSD,1,20210617,211300,1.1916000,1.1916700,1.1913000,1.1915400,968
EURUSD,1,20210617,211400,1.1915300,1.1915800,1.1913000,1.1915700,904
EURUSD,1,20210617,211500,1.1915500,1.1917000,1.1914000,1.1916000,888
EURUSD,1,20210617,211600,1.1916000,1.1917800,1.1914000,1.1917600,982
EURUSD,1,20210617,211700,1.1917700,1.1918000,1.1915000,1.1915800,976
EURUSD,1,20210617,211800,1.1916500,1.1917300,1.1914000,1.1915200,1152
EURUSD,1,20210617,211900,1.1915200,1.1917500,1.1914000,1.1916600,1322
EURUSD,1,20210617,212000,1.1916600,1.1917000,1.1915000,1.1916600,826
EURUSD,1,20210617,212100,1.1916600,1.1916700,1.1914000,1.1915400,625
EURUSD,1,20210617,212200,1.1916100,1.1917000,1.1914000,1.1914800,742
EURUSD,1,20210617,212300,1.1915500,1.1917300,1.1914000,1.1917100,878
EURUSD,1,20210617,212400,1.1917100,1.1920200,1.1916000,1.1918900,1094
EURUSD,1,20210617,212500,1.1919600,1.1921000,1.1918000,1.1918800,1133
EURUSD,1,20210617,212600,1.1919600,1.1920700,1.1918000,1.1920100,1222
EURUSD,1,20210617,212700,1.1920000,1.1920600,1.1918000,1.1919500,1138
EURUSD,1,20210617,212800,1.1918000,1.1920200,1.1918000,1.1919500,1056
EURUSD,1,20210617,212900,1.1919600,1.1920000,1.1917000,1.1919100,895
EURUSD,1,20210617,213000,1.1919000,1.1919700,1.1917000,1.1919000,1079
EURUSD,1,20210617,213100,1.1919000,1.1919700,1.1917000,1.1918700,1356
